Source;Target;weight
Belaquo;Irri;3
Belaquo;Spotted-Cat;5
Belwas;Daenerys-Targaryen;13
Belwas;Hizdahr-zo-Loraq;11
Belwas;Quentyn-Martell;3
Belwas;Skahaz-mo-Kandaq;3
Ben-Bones;Ramsay-Snow;5
Ben-Bones;Theon-Greyjoy;4
Ben-Plumm;Daario-Naharis;9
Ben-Plumm;Daenerys-Targaryen;14
Ben-Plumm;Hizdahr-zo-Loraq;3
Ben-Plumm;Kasporio;3
Ben-Plumm;Penny;3
Ben-Plumm;Tybero-Istarion;5
Ben-Plumm;Tyrion-Lannister;4
Benerro;Daenerys-Targaryen;3
Benerro;Haldon;4
Benerro;Moqorro;4
Benerro;Tyrion-Lannister;7
Benethon-Scales;Narbert-Grandison;3
Benethon-Scales;Selyse-Florent;4
Benjen-Stark;Jon-Snow;4
Black-Balaq;Franklyn-Flowers;3
Bloodbeard;Daenerys-Targaryen;3
Bloodbeard;Hizdahr-zo-Loraq;5
Bloodbeard;Tattered-Prince;3
Boros-Blount;Meryn-Trant;3
Boros-Blount;Tommen-Baratheon;4
Bowen-Marsh;Cellador;8
Bowen-Marsh;Eddison-Tollett;9
Bowen-Marsh;Jon-Snow;45
Bowen-Marsh;Mance-Rayder;5
Bowen-Marsh;Othell-Yarwyck;19
Bowen-Marsh;Satin;3
Bowen-Marsh;Stannis-Baratheon;3
Bowen-Marsh;Tormund;5
Bowen-Marsh;Wick-Whittlestick;5
Bran-Stark;Brynden-Rivers;14
Bran-Stark;Coldhands;6
Bran-Stark;Eddard-Stark;4
Bran-Stark;Hodor;50
Bran-Stark;Jojen-Reed;17
Bran-Stark;Jon-Snow;4
Bran-Stark;Leaf;5
Bran-Stark;Meera-Reed;33
Bran-Stark;Rickon-Stark;7
Bran-Stark;Robb-Stark;6
Bran-Stark;Theon-Greyjoy;8
Brandon-Norrey;Jon-Snow;3
Brandon-Norrey;Torghen-Flint;3
Brea;Brusco;3
Brienne-of-Tarth;Cersei-Lannister;3
Brienne-of-Tarth;Jaime-Lannister;3
Brus-Buckler;Malegorn;6
Brus-Buckler;Narbert-Grandison;4
Brus-Buckler;Selyse-Florent;5
Brynden-Rivers;Meera-Reed;3
Brynden-Tully;Jaime-Lannister;4
Bump;Varamyr;5
Caggo;Gerris-Drinkwater;3
Caggo;Lucifer-Long;3
Caggo;Meris;7
Caggo;Quentyn-Martell;7
Caggo;Tattered-Prince;4
Caleotte;Doran-Martell;3
Caleotte;Gregor-Clegane;4
Camarron;Spotted-Cat;3
Catelyn-Stark;Eddard-Stark;5
Cellador;Clydas;3
Cellador;Jon-Snow;3
Cellador;Othell-Yarwyck;8
Cersei-Lannister;Daenerys-Targaryen;3
Cersei-Lannister;Doran-Martell;3
Cersei-Lannister;Dunsen;3
Cersei-Lannister;Gregor-Clegane;4
Cersei-Lannister;High-Sparrow;11
Cersei-Lannister;Ilyn-Payne;4
Cersei-Lannister;Jaime-Lannister;13
Cersei-Lannister;Joffrey-Baratheon;3
Cersei-Lannister;Kevan-Lannister;10
Cersei-Lannister;Lancel-Lannister;6
Cersei-Lannister;Mace-Tyrell;3
Cersei-Lannister;Margaery-Tyrell;6
Cersei-Lannister;Meryn-Trant;3
Cersei-Lannister;Moelle;4
Cersei-Lannister;Myrcella-Baratheon;4
Cersei-Lannister;Osney-Kettleblack;3
Cersei-Lannister;Qyburn;3
Cersei-Lannister;Rafford;3
Cersei-Lannister;Rhaegar-Targaryen;3
Cersei-Lannister;Robert-Baratheon;7
Cersei-Lannister;Robert-Strong;4
Cersei-Lannister;Scolera;5
Cersei-Lannister;Stannis-Baratheon;5
Cersei-Lannister;Tommen-Baratheon;13
Cersei-Lannister;Tyrion-Lannister;5
Cersei-Lannister;Tywin-Lannister;3
Cersei-Lannister;Unella;10
Clayton-Suggs;Godry-Farring;5
Clayton-Suggs;Stannis-Baratheon;6
Cleon;Daenerys-Targaryen;9
Cleon;Quentyn-Martell;3
Cletus-Yronwood;Daenerys-Targaryen;3
Cletus-Yronwood;Gerris-Drinkwater;5
Cletus-Yronwood;Kedry;3
Cletus-Yronwood;Quentyn-Martell;7
Clydas;Jon-Snow;20
Clydas;Mully;4
Clydas;Stannis-Baratheon;3
Coldhands;Hodor;4
Coldhands;Meera-Reed;3
Corliss-Penny;Stannis-Baratheon;3
Cotter-Pyke;Denys-Mallister;4
Cotter-Pyke;Jon-Snow;11
Cotter-Pyke;Selyse-Florent;3
Cromm;Grimtongue;4
Cromm;Hagen;4
Daario-Naharis;Daenerys-Targaryen;50
Daario-Naharis;Grey-Worm;6
Daario-Naharis;Groleo;4
Daario-Naharis;Hero;7
Daario-Naharis;Hizdahr-zo-Loraq;14
Daario-Naharis;Irri;7
Daario-Naharis;Jhiqui;5
Daario-Naharis;Jhogo;9
Daario-Naharis;Missandei;4
Daario-Naharis;Quentyn-Martell;5
Daario-Naharis;Rakharo;4
Daario-Naharis;Skahaz-mo-Kandaq;9
Daenerys-Targaryen;Daeron-II-Targaryen;3
Daenerys-Targaryen;Doran-Martell;3
Daenerys-Targaryen;Drogo;7
Daenerys-Targaryen;Eroeh;3
Daenerys-Targaryen;Ezzara;3
Daenerys-Targaryen;Galazza-Galare;19
Daenerys-Targaryen;Gerris-Drinkwater;15
Daenerys-Targaryen;Ghael;5
Daenerys-Targaryen;Grey-Worm;11
Daenerys-Targaryen;Groleo;4
Daenerys-Targaryen;Hero;5
Daenerys-Targaryen;Hizdahr-zo-Loraq;96
Daenerys-Targaryen;Illyrio-Mopatis;12
Daenerys-Targaryen;Irri;25
Daenerys-Targaryen;Jhiqui;15
Daenerys-Targaryen;Jhogo;6
Daenerys-Targaryen;Jon-Connington;6
Daenerys-Targaryen;Jorah-Mormont;4
Daenerys-Targaryen;Lysono-Maar;3
Daenerys-Targaryen;Mace-Tyrell;3
Daenerys-Targaryen;Marselen;3
Daenerys-Targaryen;Meris;6
Daenerys-Targaryen;Mezzara;4
Daenerys-Targaryen;Miklaz;3
Daenerys-Targaryen;Missandei;37
Daenerys-Targaryen;Moqorro;3
Daenerys-Targaryen;Penny;4
Daenerys-Targaryen;Qavo-Nogarys;5
Daenerys-Targaryen;Qezza;6
Daenerys-Targaryen;Quaithe;6
Daenerys-Targaryen;Quentyn-Martell;58
Daenerys-Targaryen;Rakharo;7
Daenerys-Targaryen;Reznak-mo-Reznak;19
Daenerys-Targaryen;Rhaegar-Targaryen;10
Daenerys-Targaryen;Robert-Baratheon;3
Daenerys-Targaryen;Skahaz-mo-Kandaq;33
Daenerys-Targaryen;Spotted-Cat;3
Daenerys-Targaryen;Symon-Stripeback;4
Daenerys-Targaryen;Tattered-Prince;4
Daenerys-Targaryen;Tyrion-Lannister;17
Daenerys-Targaryen;Varys;3
Daenerys-Targaryen;Victarion-Greyjoy;7
Daenerys-Targaryen;Viserys-Targaryen;7
Daenerys-Targaryen;Xaro-Xhoan-Daxos;16
Daenerys-Targaryen;Yurkhaz-zo-Yunzak;4
Dalla;Gilly;4
Dalla;Mance-Rayder;5
Dalla;Melisandre;3
Dalla;Stannis-Baratheon;5
Dalla;Val;5
Damon-Dance-for-Me;Grunt;3
Damon-Dance-for-Me;Ramsay-Snow;7
Damon-Dance-for-Me;Skinner;7
Damon-Dance-for-Me;Sour-Alyn;4
Damon-Dance-for-Me;Theon-Greyjoy;5
Davos-Seaworth;Eddard-Stark;4
Davos-Seaworth;Garth-(Wolfs-Den);4
Davos-Seaworth;Godric-Borrell;9
Davos-Seaworth;Leona-Woolfield;3
Davos-Seaworth;Marlon-Manderly;5
Davos-Seaworth;Melisandre;4
Davos-Seaworth;Robb-Stark;3
Davos-Seaworth;Robett-Glover;4
Davos-Seaworth;Salladhor-Saan;11
Davos-Seaworth;Stannis-Baratheon;21
Davos-Seaworth;Sybell-Spicer;3
Davos-Seaworth;Wyman-Manderly;32
Denys-Mallister;Jon-Snow;4
Denzo-Dhan;Meris;3
Devan-Seaworth;Jon-Snow;5
Devan-Seaworth;Melisandre;4
Devan-Seaworth;Stannis-Baratheon;14
Dick-Straw;Hugh-Hungerford;3
Dick-Straw;Tattered-Prince;4
Donal-Noye;Jon-Snow;7
Donal-Noye;Qhorin-Halfhand;3
Doran-Martell;Ellaria-Sand;3
Doran-Martell;Gregor-Clegane;4
Doran-Martell;Myrcella-Baratheon;5
Doran-Martell;Nymeria-Sand;3
Doran-Martell;Obara-Sand;4
Doran-Martell;Oberyn-Martell;5
Doran-Martell;Quentyn-Martell;4
Doran-Martell;Robert-Baratheon;3
Doran-Martell;Viserys-Targaryen;3
Draqaz;Miklaz;3
Drogo;Viserys-Targaryen;4
Dryn;Tormund;3
Dunsen;Gregor-Clegane;3
Dunsen;Ilyn-Payne;3
Dunsen;Meryn-Trant;3
Dunsen;Rafford;3
Eddard-Stark;Jon-Snow;10
Eddard-Stark;Ramsay-Snow;4
Eddard-Stark;Robb-Stark;6
Eddard-Stark;Robert-Baratheon;7
Eddard-Stark;Roose-Bolton;5
Eddard-Stark;Sansa-Stark;3
Eddard-Stark;Stannis-Baratheon;6
Eddard-Stark;Theon-Greyjoy;9
Eddard-Stark;Willam-Dustin;4
Eddard-Stark;Wyman-Manderly;4
Eddison-Tollett;Emmett;8
Eddison-Tollett;Gilly;3
Eddison-Tollett;Hobb;4
Eddison-Tollett;Janos-Slynt;4
Eddison-Tollett;Jon-Snow;25
Eddison-Tollett;Mully;3
Eddison-Tollett;Satin;3
Elia-Martell;Rhaegar-Targaryen;6
Emmett;Hareth-(Moles-Town);3
Emmett;Hop-Robin;4
Emmett;Janos-Slynt;4
Emmett;Jon-Snow;15
Emrick;Hareth-(Moles-Town);3
Emrick;Satin;3
Euron-Greyjoy;Victarion-Greyjoy;7
Franklyn-Flowers;Jon-Connington;4
Frenya;Holly;6
Frenya;Theon-Greyjoy;3
Fulk;Jon-Snow;4
Fulk;Mully;5
Galazza-Galare;Grazhar;4
Galazza-Galare;Hizdahr-zo-Loraq;12
Galazza-Galare;Reznak-mo-Reznak;5
Galazza-Galare;Skahaz-mo-Kandaq;12
Garth-(Wolfs-Den);Sybell-Spicer;3
Garth-Greyfeather;Hairy-Hal;4
Garth-Greyfeather;Jack-Bulwer;4
Garth-Greyfeather;Jon-Snow;3
Gerold-Dayne;Myrcella-Baratheon;3
Gerrick-Kingsblood;Jon-Snow;5
Gerrick-Kingsblood;Raymun-Redbeard;3
Gerris-Drinkwater;Hizdahr-zo-Loraq;4
Gerris-Drinkwater;Meris;4
Gerris-Drinkwater;Quentyn-Martell;49
Gerris-Drinkwater;Tattered-Prince;3
Gilly;Jon-Snow;10
Gilly;Mance-Rayder;3
Gilly;Melisandre;4
Gilly;Samwell-Tarly;8
Godry-Farring;Jon-Snow;3
Godry-Farring;Justin-Massey;3
Godry-Farring;Mance-Rayder;3
Godry-Farring;Melisandre;3
Godry-Farring;Stannis-Baratheon;9
Goghor-the-Giant;Hizdahr-zo-Loraq;5
Goghor-the-Giant;Khrazz;4
Goghor-the-Giant;Spotted-Cat;6
Grazhar;Qezza;5
Gregor-Clegane;Ilyn-Payne;3
Gregor-Clegane;Meryn-Trant;3
Gregor-Clegane;Oberyn-Martell;3
Gregor-Clegane;Rafford;3
Grenn;Pypar;3
Grenn;Todder;3
Grey-Worm;Hizdahr-zo-Loraq;3
Grey-Worm;Irri;4
Grey-Worm;Skahaz-mo-Kandaq;6
Grimtongue;Hagen;5
Grimtongue;Lorren;5
Groleo;Hero;4
Groleo;Jhogo;5
Groleo;Skahaz-mo-Kandaq;3
Grunt;Sour-Alyn;7
Grunt;Theon-Greyjoy;3
Hagen;Lorren;3
Hagen;Qarl-the-Maid;3
Hagen;Tristifer-Botley;3
Haggon;Varamyr;8
Hairy-Hal;Jack-Bulwer;3
Hairy-Hal;Jon-Snow;4
Haldon;Illyrio-Mopatis;3
Haldon;Jon-Connington;13
Haldon;Lemore;4
Haldon;Pono;3
Haldon;Qavo-Nogarys;5
Haldon;Rolly-Duckfield;26
Haldon;Tyrion-Lannister;54
Haldon;Yandry;4
Haldon;Ysilla;5
Hareth-(Moles-Town);Hop-Robin;5
Hareth-(Moles-Town);Jon-Snow;10
Hareth-(Moles-Town);Leathers;3
Hareth-(Moles-Town);Rory;4
Hareth-(Moles-Town);Satin;6
Harl;Lorren;3
Harry-Strickland;Jon-Connington;18
Harry-Strickland;Myles-Toyne;4
Harwood-Stout;Theon-Greyjoy;5
Harys-Swyft;Pycelle;4
Hero;Jhogo;8
High-Sparrow;Kevan-Lannister;5
High-Sparrow;Unella;6
Hizdahr-zo-Loraq;Irri;3
Hizdahr-zo-Loraq;Jhiqui;3
Hizdahr-zo-Loraq;Khrazz;9
Hizdahr-zo-Loraq;Marghaz-zo-Loraq;5
Hizdahr-zo-Loraq;Missandei;6
Hizdahr-zo-Loraq;Qezza;3
Hizdahr-zo-Loraq;Quentyn-Martell;15
Hizdahr-zo-Loraq;Reznak-mo-Reznak;13
Hizdahr-zo-Loraq;Skahaz-mo-Kandaq;29
Hizdahr-zo-Loraq;Spotted-Cat;5
Hizdahr-zo-Loraq;Steelskin;3
Hobb;Jon-Snow;4
Hobb;Melisandre;3
Hobb;Mully;3
Hobb;Owen;5
Hodor;Jojen-Reed;11
Hodor;Meera-Reed;21
Holly;Jeyne-Poole;4
Holly;Rowan;3
Holly;Theon-Greyjoy;10
Hop-Robin;Jon-Snow;4
Hosteen-Frey;Wyman-Manderly;5
Hoster-Blackwood;Jaime-Lannister;4
Hother-Umber;Jon-Umber-(Greatjon);3
Hother-Umber;Mors-Umber;3
Hother-Umber;Ramsay-Snow;5
Hother-Umber;Wyman-Manderly;5
Illyrio-Mopatis;Jon-Connington;6
Illyrio-Mopatis;Rolly-Duckfield;6
Illyrio-Mopatis;Tyrion-Lannister;30
Ilyn-Payne;Meryn-Trant;3
Ilyn-Payne;Rafford;3
Irri;Jhiqui;24
Irri;Missandei;9
Irri;Rakharo;5
Irri;Skahaz-mo-Kandaq;5
Jack-Bulwer;Jon-Snow;3
Jaime-Lannister;Jonos-Bracken;9
Jaime-Lannister;Josmyn-Peckledon;3
Jaime-Lannister;Kevan-Lannister;3
Jaime-Lannister;Robert-Baratheon;4
Jaime-Lannister;Tyrion-Lannister;4
Jaime-Lannister;Tytos-Blackwood;6
Janos-Slynt;Jon-Snow;16
Jared-Frey;Rhaegar-Frey;3
Jeor-Mormont;Jon-Snow;11
Jeor-Mormont;Qhorin-Halfhand;3
Jeyne-Poole;Ramsay-Snow;12
Jeyne-Poole;Roose-Bolton;3
Jeyne-Poole;Rowan;3
Jeyne-Poole;Squirrel;3
Jeyne-Poole;Theon-Greyjoy;24
Jhiqui;Missandei;10
Jhiqui;Rakharo;5
Jhiqui;Skahaz-mo-Kandaq;3
Jhogo;Rakharo;6
Joffrey-Baratheon;Tommen-Baratheon;3
Joffrey-Baratheon;Tyrion-Lannister;10
Jojen-Reed;Meera-Reed;21
Jon-Connington;Lemore;11
Jon-Connington;Myles-Toyne;9
Jon-Connington;Nyessos-Vhassar;3
Jon-Connington;Rhaegar-Targaryen;7
Jon-Connington;Robert-Baratheon;8
Jon-Connington;Rolly-Duckfield;12
Jon-Connington;Tyrion-Lannister;37
Jon-Connington;Tywin-Lannister;4
Jon-Connington;Varys;6
Jon-Connington;Yandry;9
Jon-Snow;Leathers;18
Jon-Snow;Malegorn;5
Jon-Snow;Mance-Rayder;25
Jon-Snow;Melisandre;48
Jon-Snow;Mully;14
Jon-Snow;Narbert-Grandison;3
Jon-Snow;Othell-Yarwyck;10
Jon-Snow;Owen;3
Jon-Snow;Patrek-of-Kings-Mountain;7
Jon-Snow;Pypar;5
Jon-Snow;Qhorin-Halfhand;3
Jon-Snow;Rattleshirt;23
Jon-Snow;Robb-Stark;10
Jon-Snow;Rory;6
Jon-Snow;Samwell-Tarly;14
Jon-Snow;Sansa-Stark;3
Jon-Snow;Satin;15
Jon-Snow;Selyse-Florent;38
Jon-Snow;Shireen-Baratheon;4
Jon-Snow;Sigorn;6
Jon-Snow;Soren-Shieldbreaker;3
Jon-Snow;Stannis-Baratheon;73
Jon-Snow;Tom-Barleycorn;4
Jon-Snow;Toregg;6
Jon-Snow;Tormund;50
Jon-Snow;Tycho-Nestoris;12
Jon-Snow;Ulmer;3
Jon-Snow;Val;37
Jon-Snow;Weeper;3
Jon-Snow;Wick-Whittlestick;5
Jon-Snow;Wun-Weg-Wun-Dar-Wun;11
Jon-Snow;Ygritte;14
Jorah-Mormont;Nurse;4
Jorah-Mormont;Penny;9
Jorah-Mormont;Tyrion-Lannister;27
Joramun;Mance-Rayder;3
Joramun;Melisandre;4
Justin-Massey;Richard-Horpe;7
Justin-Massey;Stannis-Baratheon;10
Kasporio;Tybero-Istarion;3
Kasporio;Tyrion-Lannister;3
Kedry;Quentyn-Martell;3
Kerwin;Victarion-Greyjoy;12
Kevan-Lannister;Mace-Tyrell;5
Kevan-Lannister;Pycelle;5
Kevan-Lannister;Randyll-Tarly;6
Kevan-Lannister;Ronnet-Connington;3
Kevan-Lannister;Tommen-Baratheon;11
Kevan-Lannister;Tywin-Lannister;3
Kevan-Lannister;Varys;3
Khrazz;Spotted-Cat;4
Khrazz;Steelskin;3
Kindly-Man;Waif;6
Leaf;Meera-Reed;6
Leathers;Toregg;4
Leathers;Tormund;3
Leathers;Wun-Weg-Wun-Dar-Wun;9
Lemore;Rolly-Duckfield;5
Lemore;Tyrion-Lannister;16
Lemore;Yandry;5
Lemore;Ysilla;3
Leona-Woolfield;Wyman-Manderly;4
Longwater-Pyke;Victarion-Greyjoy;3
Lorren;Sybelle-Glover;3
Luton;Skinner;3
Lyanna-Mormont;Stannis-Baratheon;3
Lyanna-Stark;Rhaegar-Targaryen;4
Mace-Tyrell;Pycelle;4
Mace-Tyrell;Randyll-Tarly;5
Mace-Tyrell;Robert-Strong;3
Maege-Mormont;Robb-Stark;4
Malaquo-Maegyr;Nyessos-Vhassar;7
Malegorn;Narbert-Grandison;3
Malegorn;Selyse-Florent;5
Mance-Rayder;Melisandre;6
Mance-Rayder;Ramsay-Snow;7
Mance-Rayder;Rowan;4
Mance-Rayder;Squirrel;5
Mance-Rayder;Stannis-Baratheon;16
Mance-Rayder;Theon-Greyjoy;9
Mance-Rayder;Tormund;12
Mance-Rayder;Val;6
Mance-Rayder;Varamyr;3
Marlon-Manderly;Stannis-Baratheon;3
Marselen;Symon-Stripeback;4
Marya-Seaworth;Stannis-Baratheon;3
Melisandre;Rattleshirt;6
Melisandre;Selyse-Florent;11
Melisandre;Sigorn;3
Melisandre;Stannis-Baratheon;32
Melisandre;Ygritte;3
Meris;Quentyn-Martell;14
Meris;Tattered-Prince;9
Meryn-Trant;Rafford;3
Mezzara;Qezza;3
Miklaz;Qezza;4
Missandei;Quentyn-Martell;3
Missandei;Skahaz-mo-Kandaq;6
Moelle;Scolera;10
Moelle;Unella;12
Moqorro;Rodrik-Sparr;4
Moqorro;Tyrion-Lannister;7
Moqorro;Victarion-Greyjoy;21
Morgo;Tyrion-Lannister;4
Mors-Umber;Stannis-Baratheon;7
Myrcella-Baratheon;Stannis-Baratheon;3
Myrcella-Baratheon;Tommen-Baratheon;8
Myrcella-Baratheon;Trystane-Martell;4
Myrcella-Baratheon;Tyrion-Lannister;5
Narbert-Grandison;Patrek-of-Kings-Mountain;3
Narbert-Grandison;Selyse-Florent;8
Nurse;Penny;4
Nurse;Tyrion-Lannister;8
Nurse;Yezzan-zo-Qaggaz;12
Nymeria-Sand;Obara-Sand;8
Nymeria-Sand;Tyene-Sand;7
Obara-Sand;Tyene-Sand;6
Old-Bill-Bone;Quentyn-Martell;3
Othell-Yarwyck;Weeper;4
Patchface;Selyse-Florent;3
Patchface;Shireen-Baratheon;3
Patrek-of-Kings-Mountain;Selyse-Florent;7
Patrek-of-Kings-Mountain;Wun-Weg-Wun-Dar-Wun;3
Penny;Sweets;4
Penny;Tyrion-Lannister;59
Penny;Yezzan-zo-Qaggaz;9
Petyr-Baelish;Varys;4
Pypar;Todder;4
Qarl-the-Maid;Tristifer-Botley;5
Qavo-Nogarys;Tyrion-Lannister;6
Quentyn-Martell;Tattered-Prince;14
Qyburn;Robert-Strong;4
Ralf-(Limper);Victarion-Greyjoy;3
Ramsay-Snow;Roose-Bolton;14
Ramsay-Snow;Skinner;5
Ramsay-Snow;Sour-Alyn;6
Ramsay-Snow;Stannis-Baratheon;8
Ramsay-Snow;Theon-Greyjoy;87
Ramsay-Snow;Walder-Frey-(son-of-Merrett);3
Ramsay-Snow;Wyman-Manderly;5
Ramsay-Snow;Yellow-Dick;7
Randyll-Tarly;Robert-Strong;3
Reznak-mo-Reznak;Skahaz-mo-Kandaq;5
Rhaegar-Frey;Wyman-Manderly;3
Rhaegar-Targaryen;Robert-Baratheon;7
Richard-Horpe;Stannis-Baratheon;3
Rickon-Stark;Robb-Stark;3
Rickon-Stark;Theon-Greyjoy;4
Robb-Stark;Rodrik-Cassel;3
Robb-Stark;Stannis-Baratheon;6
Robb-Stark;Theon-Greyjoy;7
Robb-Stark;Wyman-Manderly;3
Robert-Baratheon;Stannis-Baratheon;11
Robert-Baratheon;Tommen-Baratheon;4
Robert-Baratheon;Tywin-Lannister;3
Robert-Baratheon;Val;3
Robert-Baratheon;Viserys-Targaryen;3
Robert-Baratheon;Willam-Dustin;3
Robett-Glover;Stannis-Baratheon;4
Rodrik-Cassel;Theon-Greyjoy;3
Rodrik-Sparr;Victarion-Greyjoy;7
